what,kind,bundleId,bundleVersion,description,time
opened,view,com.adobe.flexbuilder.mxml.editor,4.0.0.272416,"com.adobe.flexbuilder.mxml.editor.AppearanceView",1283428904136
closed,view,com.adobe.flexbuilder.mxml.editor,4.0.0.272416,"com.adobe.flexbuilder.mxml.editor.inspector.view.PropertiesView",1283428904140
closed,view,com.adobe.flexbuilder.mxml.editor,4.0.0.272416,"com.adobe.flexbuilder.mxml.editor.AppearanceView",1283428904155
activated,editor,com.adobe.flexbuilder.project.ui,4.0.0.272416,"com.adobe.flexbuilder.ui.StartPage",1283428904179
opened,view,com.adobe.flexbuilder.as.editor,4.0.0.272416,"com.adobe.flexbuilder.as.editor.asdocviewer",1283428905377
activated,editor,com.adobe.flexbuilder.mxml.editor,4.0.0.272416,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1283428905506
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1283428960898
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283428960949
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283429261294
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283429275796
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283429322303
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283429433824
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283429756552
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283442774839
activated,editor,com.adobe.flexbuilder.mxml.editor,4.0.0.272416,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1283442775355
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283442785342
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.406.v200903031852,"org.eclipse.jst.ws.axis.creation.ui",1283442785650
